sample_id,crop_path,mask_path,split
IMG_0297_plate_01,data\crops\IMG_0297_plate_01.jpg,data\masks\IMG_0297_plate_01.png,train
IMG_0297_plate_02,data\crops\IMG_0297_plate_02.jpg,data\masks\IMG_0297_plate_02.png,train
IMG_0297_plate_03,data\crops\IMG_0297_plate_03.jpg,data\masks\IMG_0297_plate_03.png,test
IMG_0298_plate_01,data\crops\IMG_0298_plate_01.jpg,data\masks\IMG_0298_plate_01.png,train
IMG_0298_plate_02,data\crops\IMG_0298_plate_02.jpg,data\masks\IMG_0298_plate_02.png,train
IMG_0298_plate_03,data\crops\IMG_0298_plate_03.jpg,data\masks\IMG_0298_plate_03.png,train
IMG_0299_plate_01,data\crops\IMG_0299_plate_01.jpg,data\masks\IMG_0299_plate_01.png,val
IMG_0299_plate_02,data\crops\IMG_0299_plate_02.jpg,data\masks\IMG_0299_plate_02.png,val
IMG_0300_plate_01,data\crops\IMG_0300_plate_01.jpg,data\masks\IMG_0300_plate_01.png,train
IMG_0300_plate_02,data\crops\IMG_0300_plate_02.jpg,data\masks\IMG_0300_plate_02.png,train
IMG_0301_plate_01,data\crops\IMG_0301_plate_01.jpg,data\masks\IMG_0301_plate_01.png,test
IMG_0301_plate_02,data\crops\IMG_0301_plate_02.jpg,data\masks\IMG_0301_plate_02.png,train
IMG_0302_plate_01,data\crops\IMG_0302_plate_01.jpg,data\masks\IMG_0302_plate_01.png,test
IMG_0302_plate_02,data\crops\IMG_0302_plate_02.jpg,data\masks\IMG_0302_plate_02.png,test
IMG_0302_plate_03,data\crops\IMG_0302_plate_03.jpg,data\masks\IMG_0302_plate_03.png,train
IMG_0303_plate_01,data\crops\IMG_0303_plate_01.jpg,data\masks\IMG_0303_plate_01.png,train
IMG_0304_plate_01,data\crops\IMG_0304_plate_01.jpg,data\masks\IMG_0304_plate_01.png,train
IMG_0305_plate_01,data\crops\IMG_0305_plate_01.jpg,data\masks\IMG_0305_plate_01.png,train
IMG_0305_plate_02,data\crops\IMG_0305_plate_02.jpg,data\masks\IMG_0305_plate_02.png,test
IMG_0305_plate_03,data\crops\IMG_0305_plate_03.jpg,data\masks\IMG_0305_plate_03.png,test
IMG_0306_plate_01,data\crops\IMG_0306_plate_01.jpg,data\masks\IMG_0306_plate_01.png,train
IMG_0307_plate_01,data\crops\IMG_0307_plate_01.jpg,data\masks\IMG_0307_plate_01.png,train
IMG_0307_plate_02,data\crops\IMG_0307_plate_02.jpg,data\masks\IMG_0307_plate_02.png,train
IMG_0308_plate_01,data\crops\IMG_0308_plate_01.jpg,data\masks\IMG_0308_plate_01.png,train
IMG_0308_plate_02,data\crops\IMG_0308_plate_02.jpg,data\masks\IMG_0308_plate_02.png,val
IMG_0308_plate_03,data\crops\IMG_0308_plate_03.jpg,data\masks\IMG_0308_plate_03.png,test
IMG_0309_plate_01,data\crops\IMG_0309_plate_01.jpg,data\masks\IMG_0309_plate_01.png,train
IMG_0309_plate_02,data\crops\IMG_0309_plate_02.jpg,data\masks\IMG_0309_plate_02.png,test
IMG_0309_plate_03,data\crops\IMG_0309_plate_03.jpg,data\masks\IMG_0309_plate_03.png,train
IMG_0310_plate_01,data\crops\IMG_0310_plate_01.jpg,data\masks\IMG_0310_plate_01.png,train
IMG_0311_plate_01,data\crops\IMG_0311_plate_01.jpg,data\masks\IMG_0311_plate_01.png,train
IMG_0311_plate_02,data\crops\IMG_0311_plate_02.jpg,data\masks\IMG_0311_plate_02.png,test
IMG_0312_plate_01,data\crops\IMG_0312_plate_01.jpg,data\masks\IMG_0312_plate_01.png,test
IMG_0312_plate_02,data\crops\IMG_0312_plate_02.jpg,data\masks\IMG_0312_plate_02.png,train
IMG_0312_plate_03,data\crops\IMG_0312_plate_03.jpg,data\masks\IMG_0312_plate_03.png,train
IMG_0312_plate_04,data\crops\IMG_0312_plate_04.jpg,data\masks\IMG_0312_plate_04.png,train
IMG_0313_plate_01,data\crops\IMG_0313_plate_01.jpg,data\masks\IMG_0313_plate_01.png,train
IMG_0313_plate_02,data\crops\IMG_0313_plate_02.jpg,data\masks\IMG_0313_plate_02.png,test
IMG_0314_plate_01,data\crops\IMG_0314_plate_01.jpg,data\masks\IMG_0314_plate_01.png,train
IMG_0314_plate_02,data\crops\IMG_0314_plate_02.jpg,data\masks\IMG_0314_plate_02.png,test
IMG_0315_plate_01,data\crops\IMG_0315_plate_01.jpg,data\masks\IMG_0315_plate_01.png,train
IMG_0315_plate_02,data\crops\IMG_0315_plate_02.jpg,data\masks\IMG_0315_plate_02.png,train
IMG_0315_plate_03,data\crops\IMG_0315_plate_03.jpg,data\masks\IMG_0315_plate_03.png,train
IMG_0316_plate_01,data\crops\IMG_0316_plate_01.jpg,data\masks\IMG_0316_plate_01.png,train
IMG_0316_plate_02,data\crops\IMG_0316_plate_02.jpg,data\masks\IMG_0316_plate_02.png,train
IMG_0316_plate_03,data\crops\IMG_0316_plate_03.jpg,data\masks\IMG_0316_plate_03.png,val
IMG_0316_plate_04,data\crops\IMG_0316_plate_04.jpg,data\masks\IMG_0316_plate_04.png,train
IMG_0317_plate_01,data\crops\IMG_0317_plate_01.jpg,data\masks\IMG_0317_plate_01.png,train
IMG_0317_plate_02,data\crops\IMG_0317_plate_02.jpg,data\masks\IMG_0317_plate_02.png,train
IMG_0317_plate_03,data\crops\IMG_0317_plate_03.jpg,data\masks\IMG_0317_plate_03.png,train
IMG_0318_plate_01,data\crops\IMG_0318_plate_01.jpg,data\masks\IMG_0318_plate_01.png,val
IMG_0318_plate_02,data\crops\IMG_0318_plate_02.jpg,data\masks\IMG_0318_plate_02.png,train
IMG_0319_plate_01,data\crops\IMG_0319_plate_01.jpg,data\masks\IMG_0319_plate_01.png,test
IMG_0319_plate_02,data\crops\IMG_0319_plate_02.jpg,data\masks\IMG_0319_plate_02.png,train
IMG_0320_plate_01,data\crops\IMG_0320_plate_01.jpg,data\masks\IMG_0320_plate_01.png,test
IMG_0320_plate_02,data\crops\IMG_0320_plate_02.jpg,data\masks\IMG_0320_plate_02.png,train
IMG_0321_plate_01,data\crops\IMG_0321_plate_01.jpg,data\masks\IMG_0321_plate_01.png,train
IMG_0322_plate_01,data\crops\IMG_0322_plate_01.jpg,data\masks\IMG_0322_plate_01.png,train
IMG_0322_plate_02,data\crops\IMG_0322_plate_02.jpg,data\masks\IMG_0322_plate_02.png,val
IMG_0323_plate_01,data\crops\IMG_0323_plate_01.jpg,data\masks\IMG_0323_plate_01.png,train
IMG_0323_plate_02,data\crops\IMG_0323_plate_02.jpg,data\masks\IMG_0323_plate_02.png,train
IMG_0324_plate_01,data\crops\IMG_0324_plate_01.jpg,data\masks\IMG_0324_plate_01.png,test
IMG_0324_plate_02,data\crops\IMG_0324_plate_02.jpg,data\masks\IMG_0324_plate_02.png,train
IMG_0325_plate_01,data\crops\IMG_0325_plate_01.jpg,data\masks\IMG_0325_plate_01.png,train
IMG_0325_plate_02,data\crops\IMG_0325_plate_02.jpg,data\masks\IMG_0325_plate_02.png,train
IMG_0325_plate_03,data\crops\IMG_0325_plate_03.jpg,data\masks\IMG_0325_plate_03.png,train
IMG_0326_plate_01,data\crops\IMG_0326_plate_01.jpg,data\masks\IMG_0326_plate_01.png,train
IMG_0327_plate_01,data\crops\IMG_0327_plate_01.jpg,data\masks\IMG_0327_plate_01.png,test
IMG_0327_plate_02,data\crops\IMG_0327_plate_02.jpg,data\masks\IMG_0327_plate_02.png,train
IMG_0328_plate_01,data\crops\IMG_0328_plate_01.jpg,data\masks\IMG_0328_plate_01.png,test
IMG_0329_plate_01,data\crops\IMG_0329_plate_01.jpg,data\masks\IMG_0329_plate_01.png,train
IMG_0330_plate_01,data\crops\IMG_0330_plate_01.jpg,data\masks\IMG_0330_plate_01.png,train
IMG_0331_plate_01,data\crops\IMG_0331_plate_01.jpg,data\masks\IMG_0331_plate_01.png,train
IMG_0332_plate_01,data\crops\IMG_0332_plate_01.jpg,data\masks\IMG_0332_plate_01.png,train
IMG_0333_plate_01,data\crops\IMG_0333_plate_01.jpg,data\masks\IMG_0333_plate_01.png,train
IMG_0334_plate_01,data\crops\IMG_0334_plate_01.jpg,data\masks\IMG_0334_plate_01.png,test
IMG_0334_plate_02,data\crops\IMG_0334_plate_02.jpg,data\masks\IMG_0334_plate_02.png,train
IMG_0334_plate_03,data\crops\IMG_0334_plate_03.jpg,data\masks\IMG_0334_plate_03.png,train
IMG_0335_plate_01,data\crops\IMG_0335_plate_01.jpg,data\masks\IMG_0335_plate_01.png,train
IMG_0336_plate_01,data\crops\IMG_0336_plate_01.jpg,data\masks\IMG_0336_plate_01.png,train
IMG_0336_plate_02,data\crops\IMG_0336_plate_02.jpg,data\masks\IMG_0336_plate_02.png,train
IMG_0337_plate_01,data\crops\IMG_0337_plate_01.jpg,data\masks\IMG_0337_plate_01.png,test
IMG_0337_plate_02,data\crops\IMG_0337_plate_02.jpg,data\masks\IMG_0337_plate_02.png,train
IMG_0338_plate_01,data\crops\IMG_0338_plate_01.jpg,data\masks\IMG_0338_plate_01.png,train
IMG_0339_plate_01,data\crops\IMG_0339_plate_01.jpg,data\masks\IMG_0339_plate_01.png,train
IMG_0340_plate_01,data\crops\IMG_0340_plate_01.jpg,data\masks\IMG_0340_plate_01.png,train
IMG_0341_plate_01,data\crops\IMG_0341_plate_01.jpg,data\masks\IMG_0341_plate_01.png,train
IMG_0342_plate_01,data\crops\IMG_0342_plate_01.jpg,data\masks\IMG_0342_plate_01.png,train
IMG_0343_plate_01,data\crops\IMG_0343_plate_01.jpg,data\masks\IMG_0343_plate_01.png,train
IMG_0344_plate_01,data\crops\IMG_0344_plate_01.jpg,data\masks\IMG_0344_plate_01.png,train
